Year,Player,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,BMI,Player_Type,Position_Type,Position,Drafted,Team ,Round,Pick,Year,Skilled,Speed,First_Round_Pick
2010,Jacoby Ford\FordJa01,22,Clemson,1.7526,84.36818082,4.28,85.09,15,292.1,7,4.44,27.46711653,offense,backs_receivers,WR,1,Oakland Raiders , 4th ,108,2010,1,Fast,0
2010,Antonio Brown\BrowAn04,21,Central Michigan,1.778,84.36818082,4.56,85.09,13,266.7,6.98,4.18,26.68794731,offense,backs_receivers,WR,1,Pittsburgh Steelers , 6th ,195,2010,1,Slow,0
2010,Jothan Dwyer\DwyeJo00,20,Georgia Tech,1.8034,103.8726527,4.64,83.82,15,271.78,7.56,4.67,31.93868949,offense,backs_receivers,RB,1,Pittsburgh Steelers , 6th ,188,2010,1,Slow,0
2010,Emmanuel Sanders\SandEm00,22,SMU,1.8034,84.36818082,4.4,100.33,12,320.04,6.64,4.1,25.94146832,offense,backs_receivers,WR,1,Pittsburgh Steelers , 3rd ,82,2010,1,Fast,0
2010,Anthony Dixon\DixoAn00,22,Mississippi St.,1.8542,105.6870222,4.67,83.82,15,307.34,7.09,4.49,30.74032878,offense,backs_receivers,RB,1,San Francisco 49ers , 6th ,173,2010,1,Slow,0
2010,Kyle Williams\WillKy01,21,Arizo St.,1.778,85.27536556,4.4,83.82,11,299.72,7,4.19,26.97491448,offense,backs_receivers,WR,1,San Francisco 49ers , 6th ,206,2010,1,Fast,0
2010,Golden Tate\TateGo00,21,Notre Dame,1.778,90.26488163,4.42,88.9,17,304.8,7.12,4.34,28.55323395,offense,backs_receivers,WR,1,Seattle Seahawks , 2nd ,60,2010,1,Fast,0
2010,Anthony McCoy\McCoAn00,22,USC,1.9304,117.4804238,4.71,90.17,19,287.02,6.99,4.57,31.52614632,offense,backs_receivers,TE,1,Seattle Seahawks , 6th ,185,2010,1,Slow,0
2010,Mike Williams\WillMi04,22,Syracuse,1.8542,100.2439138,4.53,85.09,8,294.64,6.9,4.31,29.15713588,offense,backs_receivers,WR,1,Tampa Bay Buccaneers , 4th ,101,2010,1,Fast,0
2010,Damian Williams\WillDa04,21,USC,1.8542,89.35769689,4.52,96.52,19,299.72,6.79,4.24,25.99075008,offense,backs_receivers,WR,1,Tennessee Titans , 3rd ,77,2010,1,Fast,0
2011,Anthony Sherman\SherAn00,22,Connecticut,1.778,109.7693535,4.74,82.55,32,281.94,7.23,4.41,34.72302822,offense,backs_receivers,FB,1,Arizo Cardils , 5th ,136,2011,1,Slow,0
2011,Rob Housler\HousRo01,22,Florida Atlantic,1.9558,112.4909078,4.46,93.98,22,297.18,6.9,4.21,29.4082064,offense,backs_receivers,TE,1,Arizo Cardils , 3rd ,69,2011,1,Fast,0
2011,Ryan Williams\WillRy00,20,Virginia Tech,1.7526,96.16158244,4.59,101.6,19,312.42,6.96,4.18,31.30660594,offense,backs_receivers,RB,1,Arizo Cardils , 2nd ,38,2011,1,Slow,0
2011,Julio Jones\JoneJu02,22,Alabama,1.905,99.7903214,4.34,97.79,17,342.9,6.66,4.25,27.49783245,offense,backs_receivers,WR,1,Atlanta Falcons , 1st ,6,2011,1,Fast,1
2011,Anthony Allen\AlleAn01,22,Georgia Tech,1.8542,103.4190604,4.56,105.41,24,304.8,6.79,4.06,30.08066507,offense,backs_receivers,RB,1,Baltimore Ravens , 7th ,225,2011,1,Slow,0
2011,Torrey Smith\SmitTo02,22,Maryland,1.8542,92.53284348,4.41,104.14,19,320.04,6.72,4.13,26.91427927,offense,backs_receivers,WR,1,Baltimore Ravens , 2nd ,58,2011,1,Fast,0
2011,Ryan Whalen\WhalRy00,21,Stanford,1.8542,91.62565874,4.53,97.79,18,312.42,6.67,4.09,26.65041379,offense,backs_receivers,WR,1,Cincinti Bengals , 6th ,167,2011,1,Fast,0
2011,A.J. Green\GreeA.00,22,Georgia,1.9304,95.70799007,4.48,87.63,18,320.04,6.91,4.21,25.68346283,offense,backs_receivers,WR,1,Cincinti Bengals , 1st ,4,2011,1,Fast,1
2011,Owen Marecic\MareOw00,22,Stanford,1.8288,112.4909078,4.87,72.39,22,259.08,7.1,4.56,33.6345015,offense,backs_receivers,FB,1,Cleveland Browns , 4th ,124,2011,1,Slow,0
2011,Jordan Cameron\CameJo00,22,USC,1.9558,115.212462,4.53,95.25,23,302.26,6.82,4.03,30.11969527,offense,backs_receivers,TE,1,Cleveland Browns , 4th ,102,2011,1,Fast,0
2011,Greg Little\LittGr00,21,North Caroli,1.8796,104.7798375,4.51,102.87,27,327.66,6.8,4.21,29.65834056,offense,backs_receivers,WR,1,Cleveland Browns , 2nd ,59,2011,1,Fast,0
2011,DeMarco Murray\MurrDe00,23,Oklahoma,1.8288,96.61517481,4.37,87.63,21,314.96,7.28,4.18,28.88769685,offense,backs_receivers,RB,1,Dallas Cowboys , 3rd ,71,2011,1,Fast,0
2011,Shaun Chapas\ChapSh00,22,Georgia,1.8796,112.0373154,4.87,90.17,23,294.64,7.13,4.4,31.71259791,offense,backs_receivers,FB,1,Dallas Cowboys , 7th ,220,2011,1,Slow,0
2011,Dwayne Harris\HarrDw00,23,East Caroli,1.778,92.07925111,4.53,86.36,10,281.94,6.77,4.21,29.1271683,offense,backs_receivers,WR,1,Dallas Cowboys , 6th ,176,2011,1,Fast,0
2011,Julius Thomas\ThomJu00,22,Portland St.,1.9558,111.583723,4.64,90.17,16,281.94,6.96,4.31,29.17104345,offense,backs_receivers,TE,1,Denver Broncos , 4th ,129,2011,1,Slow,0
2011,Virgil Green\GreeVi00,22,Nevada,1.905,112.9445001,4.54,107.95,23,330.2,6.9,4.4,31.12254673,offense,backs_receivers,TE,1,Denver Broncos , 7th ,204,2011,1,Fast,0
2011,Mikel Leshoure\LeshMi00,20,Illinois,1.8288,102.965468,4.56,96.52,21,309.88,6.82,4.4,30.78641871,offense,backs_receivers,RB,1,Detroit Lions , 2nd ,57,2011,1,Slow,0
2011,D.J. Williams\WillD.00,22,Arkansas,1.8796,111.1301307,4.59,85.09,20,281.94,7.29,4.51,31.45581574,offense,backs_receivers,TE,1,Green Bay Packers , 5th ,141,2011,1,Slow,0
2011,Alex Green\GreeAl00,22,Hawaii,1.8288,102.0582833,4.45,86.36,20,289.56,6.91,4.15,30.51517273,offense,backs_receivers,RB,1,Green Bay Packers , 3rd ,96,2011,1,Fast,0
2011,Randall Cobb\CobbRa00,20,Kentucky,1.778,86.63614267,4.46,85.09,16,292.1,7.08,4.34,27.40536525,offense,backs_receivers,WR,1,Green Bay Packers , 2nd ,64,2011,1,Fast,0
2011,Delone Carter\CartDe01,23,Syracuse,1.7526,100.6975061,4.54,93.98,27,304.8,6.92,4.07,32.78333264,offense,backs_receivers,RB,1,Indiapolis Colts , 4th ,119,2011,1,Fast,0
2011,Cecil Shorts\ShorCe00,23,Mount Union,1.8288,92.98643585,4.5,87.63,21,289.56,6.5,4.07,27.80271293,offense,backs_receivers,WR,1,Jacksonville Jaguars , 4th ,114,2011,1,Fast,0
2011,Jon Baldwin\BaldJo00,21,Pittsburgh,1.9304,103.4190604,4.49,106.68,20,327.66,7.07,4.34,27.75274657,offense,backs_receivers,WR,1,Kansas City Chiefs , 1st ,26,2011,1,Fast,1
2011,Vincent Brown\BrowVi00,22,San Diego St.,1.8034,84.82177319,4.68,85.09,12,307.34,6.64,4.25,26.08093858,offense,backs_receivers,WR,1,San Diego Chargers , 3rd ,82,2011,1,Slow,0
2011,Jordan Todman\TodmJo00,21,Connecticut,1.7526,92.07925111,4.4,96.52,25,320.04,7.24,4.18,29.97755192,offense,backs_receivers,RB,1,San Diego Chargers , 6th ,183,2011,1,Fast,0
2011,Greg Salas\SalaGr00,22,Hawaii,1.8542,95.2543977,4.53,93.98,15,304.8,6.65,4.1,27.70587572,offense,backs_receivers,WR,1,St. Louis Rams , 4th ,112,2011,1,Fast,0
2011,Austin Pettis\PettAu00,22,Boise St.,1.905,94.80080533,4.56,85.09,14,304.8,6.68,3.88,26.12294083,offense,backs_receivers,WR,1,St. Louis Rams , 3rd ,78,2011,1,Slow,0
2011,Lance Kendricks\KendLa00,23,Wisconsin,1.905,110.2229459,4.65,87.63,25,309.88,6.94,4.15,30.37260584,offense,backs_receivers,TE,1,St. Louis Rams , 2nd ,47,2011,1,Slow,0
2011,Charles Clay\ClayCh00,22,Tulsa,1.905,111.1301307,4.69,85.09,18,299.72,7.07,4.15,30.62258614,offense,backs_receivers,FB,1,Miami Dolphins , 6th ,174,2011,1,Slow,0
2011,Stephen Burton\BurtSt00,21,West Texas A&M,1.8542,100.2439138,4.5,87.63,19,297.18,7.04,4.31,29.15713588,offense,backs_receivers,WR,1,Minnesota Vikings , 7th ,236,2011,1,Fast,0
2011,Stevan Ridley\RidlSt00,22,LSU,1.8034,102.0582833,4.65,91.44,18,299.72,6.78,4.21,31.38080846,offense,backs_receivers,RB,1,New England Patriots , 3rd ,73,2011,1,Slow,0
2011,Shane Vereen\VereSh00,21,California,1.778,95.2543977,4.49,86.36,31,292.1,6.95,4.28,30.13155341,offense,backs_receivers,RB,1,New England Patriots , 2nd ,56,2011,1,Fast,0
2011,Lee Smith\SmitLe00,23,Marshall,1.9812,120.6555704,4.94,73.66,25,274.32,7.13,4.28,30.73907104,offense,backs_receivers,TE,1,New England Patriots , 5th ,159,2011,1,Slow,0
2011,Mark Ingram\IngrMa01,21,Alabama,1.7526,97.52235955,4.62,80.01,21,299.72,7.13,4.62,31.74962395,offense,backs_receivers,RB,1,New Orleans Saints , 1st ,28,2011,1,Slow,1
2011,Jerrel Jernigan\JernJe00,21,Troy,1.7526,83.91458845,4.46,95.25,11,314.96,7.07,4.25,27.31944386,offense,backs_receivers,WR,1,New York Giants , 3rd ,83,2011,1,Fast,0
2011,Da'Rel Scott\ScotDa01,22,Maryland,1.8034,95.70799007,4.4,86.36,19,297.18,7.15,4.2,29.42822482,offense,backs_receivers,RB,1,New York Giants , 7th ,221,2011,1,Fast,0
2011,Derius Moore\MoorDe02,22,Tennessee,1.8288,87.99691978,4.43,91.44,13,299.72,6.78,4.15,26.31086004,offense,backs_receivers,WR,1,Oakland Raiders , 5th ,148,2011,1,Fast,0
2011,Dion Lewis\LewiDi00,20,Pittsburgh,1.7018,87.54332741,4.56,87.63,17,284.48,6.9,4.18,30.22776317,offense,backs_receivers,RB,1,Philadelphia Eagles , 5th ,149,2011,1,Slow,0
2011,Kendall Hunter\HuntKe00,22,Oklahoma St.,1.7018,90.26488163,4.46,88.9,24,309.88,6.74,4.21,31.16748638,offense,backs_receivers,RB,1,San Francisco 49ers , 4th ,115,2011,1,Fast,0
2011,Allen Bradford\BradAl00,22,USC,1.8034,109.7693535,4.53,73.66,28,287.02,6.97,4.39,33.75180287,offense,backs_receivers,RB,1,Tampa Bay Buccaneers , 6th ,187,2011,1,Fast,0
2011,Luke Stocker\StocLu00,22,Tennessee,1.9558,117.0268315,4.68,83.82,27,292.1,7.03,4.4,30.59402118,offense,backs_receivers,TE,1,Tampa Bay Buccaneers , 4th ,104,2011,1,Slow,0
2011,Jamie Harper\HarpJa01,21,Clemson,1.8034,105.6870222,4.53,92.71,24,304.8,7.16,4.39,32.49657053,offense,backs_receivers,RB,1,Tennessee Titans , 4th ,130,2011,1,Fast,0
2011,Roy Helu\HeluRo00,22,Nebraska,1.8034,99.33672903,4.4,92.71,11,302.26,6.67,4.01,30.5439869,offense,backs_receivers,RB,1,Washington Redskins , 4th ,105,2011,1,Fast,0
2011,Aldrick Robinson\RobiAl00,22,SMU,1.778,83.46099608,4.35,101.6,17,320.04,6.65,4.09,26.40098013,offense,backs_receivers,WR,1,Washington Redskins , 6th ,178,2011,1,Fast,0
2011,Leord Hankerson\HankLe00,22,Miami (FL),1.8542,94.80080533,4.4,91.44,14,297.18,6.94,4.21,27.57394298,offense,backs_receivers,WR,1,Washington Redskins , 3rd ,79,2011,1,Fast,0
2011,Evan Royster\RoysEv00,23,Penn St.,1.8288,96.16158244,4.65,86.36,20,287.02,7.07,4.18,28.75207386,offense,backs_receivers,RB,1,Washington Redskins , 6th ,177,2011,1,Slow,0
2011,Niles Paul\PaulNi00,21,Nebraska,1.8542,101.6046909,4.45,87.63,24,297.18,6.9,4.14,29.5529341,offense,backs_receivers,WR,1,Washington Redskins , 5th ,155,2011,1,Fast,0
2012,Bradie Ewing\EwinBr00,22,Wisconsin,1.8288,108.4085764,4.73,92.71,14,304.8,7.14,4.16,32.41389459,offense,backs_receivers,FB,1,Atlanta Falcons , 5th ,157,2012,1,Slow,0
2012,Berrd Pierce\PierBe00,20,Temple,1.8288,98.88313666,4.45,92.71,17,312.42,7.07,4.28,29.5658118,offense,backs_receivers,RB,1,Baltimore Ravens , 3rd ,84,2012,1,Fast,0
2012,T.J. Graham\GrahT.00,22,North Caroli St.,1.8034,85.27536556,4.34,85.09,8,304.8,6.77,4.18,26.22040884,offense,backs_receivers,WR,1,Buffalo Bills , 3rd ,69,2012,1,Fast,0
2012,Evan Rodriguez\RodrEv00,23,Temple,1.8542,108.4085764,4.53,91.44,18,302.26,6.94,4.28,31.53192523,offense,backs_receivers,FB,1,Chicago Bears , 4th ,111,2012,1,Fast,0
2012,Mohamed Sanu\SanuMo00,22,Rutgers,1.8542,95.70799007,4.62,91.44,19,320.04,6.88,4.22,27.83780846,offense,backs_receivers,WR,1,Cincinti Bengals , 3rd ,83,2012,1,Slow,0
2012,Marvin Jones\JoneMa02,21,California,1.8796,90.26488163,4.46,83.82,22,284.48,6.81,4.11,25.54982585,offense,backs_receivers,WR,1,Cincinti Bengals , 5th ,166,2012,1,Fast,0
2012,Dan Herron\HerrDa00,22,Ohio St.,1.778,96.61517481,4.57,88.9,22,297.18,6.97,4.04,30.56200418,offense,backs_receivers,RB,1,Cincinti Bengals , 6th ,191,2012,1,Slow,0
2012,James Han\HannJa00,22,Oklahoma,1.9304,114.3052772,4.43,91.44,24,309.88,6.76,4.11,30.67408831,offense,backs_receivers,TE,1,Dallas Cowboys , 6th ,186,2012,1,Fast,0
2012,Danny Coale\CoalDa00,23,Virginia Tech,1.8288,91.17206637,4.42,88.9,12,292.1,6.69,4.15,27.26022097,offense,backs_receivers,WR,1,Dallas Cowboys , 5th ,152,2012,1,Fast,0
2012,DeVier Posey\PoseDe00,21,Ohio St.,1.8796,95.70799007,4.39,92.71,14,312.42,7.03,4.15,27.09051887,offense,backs_receivers,WR,1,Houston Texans , 3rd ,68,2012,1,Fast,0
2012,Keshawn Martin\MartKe01,21,Michigan St.,1.8034,85.27536556,4.42,100.33,13,309.88,6.85,4.13,26.22040884,offense,backs_receivers,WR,1,Houston Texans , 4th ,121,2012,1,Fast,0
2012,Dwayne Allen\AlleDw00,22,Clemson,1.905,115.6660544,4.85,81.28,27,279.4,7.12,4.37,31.87248761,offense,backs_receivers,TE,1,Indiapolis Colts , 3rd ,64,2012,1,Slow,0
2012,Vick Ballard\BallVi00,21,Mississippi St.,1.778,99.33672903,4.59,83.82,23,292.1,7.03,4.19,31.4229057,offense,backs_receivers,RB,1,Indiapolis Colts , 5th ,170,2012,1,Slow,0
2012,Junior Hemingway\HemiJu00,23,Michigan,1.8542,102.0582833,4.48,90.17,21,314.96,6.59,3.98,29.68486685,offense,backs_receivers,WR,1,Kansas City Chiefs , 7th ,238,2012,1,Fast,0
2012,Ladarius Green\GreeLa00,21,Louisia-Lafayette,1.9812,107.9549841,4.45,87.63,16,314.96,7.12,4.47,27.50337935,offense,backs_receivers,TE,1,San Diego Chargers , 4th ,110,2012,1,Fast,0
2012,Edwin Baker\BakeEd01,20,Michigan St.,1.7272,92.53284348,4.44,88.9,20,281.94,7.27,4.31,31.01777557,offense,backs_receivers,RB,1,San Diego Chargers , 7th ,250,2012,1,Fast,0
2012,Brian Quick\QuicBr00,22,Appalachian St.,1.905,99.7903214,4.5,86.36,15,302.26,7.1,4.23,27.49783245,offense,backs_receivers,WR,1,St. Louis Rams , 2nd ,33,2012,1,Fast,0
2012,Chris Givens\GiveCh00,22,Wake Forest,1.8034,89.81128926,4.35,85.09,19,299.72,6.97,4.23,27.61511144,offense,backs_receivers,WR,1,St. Louis Rams , 4th ,96,2012,1,Fast,0
2012,Michael Egnew\EgneMi00,22,Missouri,1.9558,114.3052772,4.52,91.44,21,332.74,7.03,4.32,29.88253231,offense,backs_receivers,TE,1,Miami Dolphins , 3rd ,78,2012,1,Fast,0
2012,Jarius Wright\WrigJa02,22,Arkansas,1.778,82.55381134,4.39,96.52,11,304.8,6.93,4.03,26.11401296,offense,backs_receivers,WR,1,Minnesota Vikings , 4th ,118,2012,1,Fast,0
2012,Rueben Randle\RandRu00,20,LSU,1.905,95.2543977,4.55,78.74,15,307.34,6.99,4.36,26.24793097,offense,backs_receivers,WR,1,New York Giants , 2nd ,63,2012,1,Slow,0
2012,Stephen Hill\HillSt00,20,Georgia Tech,1.9304,97.52235955,4.36,100.33,14,337.82,6.88,4.48,26.17035312,offense,backs_receivers,WR,1,New York Jets , 2nd ,43,2012,1,Fast,0
2012,Jordan White\WhitJo02,23,West. Michigan,1.8288,94.34721296,4.63,88.9,14,302.26,6.84,4.13,28.2095819,offense,backs_receivers,WR,1,New York Jets , 7th ,244,2012,1,Slow,0
2012,Juron Criner\CrinJu00,22,Arizo,1.8796,101.6046909,4.66,96.52,17,297.18,7.15,4.3,28.75960297,offense,backs_receivers,WR,1,Oakland Raiders , 5th ,168,2012,1,Slow,0
2012,David Paulson\PaulDa01,23,Oregon,1.905,111.583723,4.79,81.28,21,279.4,7.18,4.4,30.74757628,offense,backs_receivers,TE,1,Pittsburgh Steelers , 7th ,240,2012,1,Slow,0
2012,Chris Rainey\RainCh00,24,Florida,1.7272,81.6466266,4.36,92.71,16,304.8,6.5,3.93,27.36862551,offense,backs_receivers,RB,1,Pittsburgh Steelers , 5th ,159,2012,1,Fast,0
2012,LaMichael James\JameLa00,22,Oregon,1.7272,87.99691978,4.35,88.9,15,312.42,6.88,4.12,29.49729638,offense,backs_receivers,RB,1,San Francisco 49ers , 2nd ,61,2012,1,Fast,0
2012,Robert Turbin\TurbRo00,22,Utah St.,1.778,100.6975061,4.42,91.44,28,309.88,7.16,4.31,31.85335647,offense,backs_receivers,RB,1,Seattle Seahawks , 4th ,106,2012,1,Fast,0
2012,Doug Martin\MartDo00,23,Boise St.,1.7526,101.1510985,4.46,91.44,28,304.8,6.79,4.16,32.93100531,offense,backs_receivers,RB,1,Tampa Bay Buccaneers , 1st ,31,2012,1,Fast,1
2012,Drake Dunsmore\DunsDr00,23,Northwestern,1.8796,109.3157612,4.63,90.17,21,297.18,6.73,4.03,30.94225141,offense,backs_receivers,FB,1,Tampa Bay Buccaneers , 7th ,233,2012,1,Slow,0
2012,Alfred Morris\MorrAl00,23,Florida Atlantic,1.778,99.33672903,4.63,90.17,16,297.18,7.01,4.19,31.4229057,offense,backs_receivers,RB,1,Washington Redskins , 6th ,173,2012,1,Slow,0
2013,Ryan Swope\SwopRy00,22,Texas A&M,1.8288,92.98643585,4.34,93.98,16,317.5,6.76,4.25,27.80271293,offense,backs_receivers,WR,1,Arizo Cardils , 6th ,174,2013,1,Fast,0
2013,Stepfan Taylor\TaylSt00,21,Stanford,1.7526,97.06876718,4.76,76.2,17,279.4,7.13,4.5,31.60195128,offense,backs_receivers,RB,1,Arizo Cardils , 5th ,140,2013,1,Slow,0
2013,Levine Toilolo\ToilLe00,21,Stanford,2.032,117.9340162,4.86,78.74,17,287.02,7.09,4.57,28.56220167,offense,backs_receivers,TE,1,Atlanta Falcons , 4th ,133,2013,1,Slow,0
2013,Aaron Mellette\MellAa00,23,Elon,1.8796,98.42954429,4.54,85.09,9,312.42,7.11,4.41,27.86086537,offense,backs_receivers,WR,1,Baltimore Ravens , 7th ,238,2013,1,Fast,0
2013,Robert Woods\WoodRo02,20,USC,1.8288,91.17206637,4.51,85.09,14,297.18,7.15,4.47,27.26022097,offense,backs_receivers,WR,1,Buffalo Bills , 2nd ,41,2013,1,Fast,0
2013,Chris Gragg\GragCh00,22,Arkansas,1.905,110.6765383,4.5,95.25,18,317.5,7.08,4.51,30.49759599,offense,backs_receivers,TE,1,Buffalo Bills , 7th ,222,2013,1,Fast,0
2013,Kenjon Barner\BarnKe00,22,Oregon,1.7526,88.90410452,4.52,90.17,20,309.88,6.87,4.2,28.94384323,offense,backs_receivers,RB,1,Caroli Panthers , 6th ,182,2013,1,Fast,0
2013,Marquess Wilson\WilsMa02,20,Washington St.,1.905,87.99691978,4.51,87.63,7,309.88,6.65,4.33,24.24808861,offense,backs_receivers,WR,1,Chicago Bears , 7th ,236,2013,1,Fast,0
2013,Giovani Berrd\BernGi00,21,North Caroli,1.7272,91.62565874,4.53,85.09,19,309.88,6.91,4.12,30.71367973,offense,backs_receivers,RB,1,Cincinti Bengals , 2nd ,37,2013,1,Fast,0
2013,Tyler Eifert\EifeTy00,22,Notre Dame,1.9558,113.3980925,4.68,90.17,22,302.26,6.92,4.32,29.64536936,offense,backs_receivers,TE,1,Cincinti Bengals , 1st ,21,2013,1,Slow,1
2013,Rex Burkhead\BurkRe00,22,Nebraska,1.778,97.06876718,4.73,99.06,21,317.5,6.85,4.09,30.70548776,offense,backs_receivers,RB,1,Cincinti Bengals , 6th ,190,2013,1,Slow,0
2013,Terrance Williams\WillTe01,23,Baylor,1.8796,94.34721296,4.52,82.55,11,302.26,7.01,4.32,26.70534561,offense,backs_receivers,WR,1,Dallas Cowboys , 3rd ,74,2013,1,Fast,0
2013,Montee Ball\BallMo00,22,Wisconsin,1.778,97.06876718,4.66,81.28,15,299.72,6.88,4.4,30.70548776,offense,backs_receivers,RB,1,Denver Broncos , 2nd ,58,2013,1,Slow,0
2013,Tavarres King\KingTa00,22,Georgia,1.8288,85.72895793,4.47,92.71,11,312.42,6.91,4.33,25.63274509,offense,backs_receivers,WR,1,Denver Broncos , 5th ,161,2013,1,Fast,0
2013,Johthan Franklin\FranJo01,23,UCLA,1.778,92.98643585,4.49,80.01,18,292.1,6.89,4.31,29.41413548,offense,backs_receivers,RB,1,Green Bay Packers , 4th ,125,2013,1,Fast,0
2013,Kerwynn Williams\WillKe05,21,Utah St.,1.7272,88.45051215,4.48,88.9,17,299.72,7.15,4.15,29.6493443,offense,backs_receivers,RB,1,Indiapolis Colts , 7th ,230,2013,1,Fast,0
2013,Ace Sanders\SandAc00,21,South Caroli,1.7018,78.47148001,4.58,81.28,7,297.18,6.81,4.37,27.09535248,offense,backs_receivers,WR,1,Jacksonville Jaguars , 4th ,101,2013,1,Slow,0
2013,Knile Davis\DaviKn00,21,Arkansas,1.8034,102.965468,4.37,85.09,31,307.34,6.96,4.38,31.65974897,offense,backs_receivers,RB,1,Kansas City Chiefs , 3rd ,96,2013,1,Fast,0
2013,Zac Stacy\StacZa00,21,Vanderbilt,1.7272,97.97595192,4.55,83.82,27,309.88,6.7,4.17,32.84235061,offense,backs_receivers,RB,1,St. Louis Rams , 5th ,160,2013,1,Slow,0
2013,Stedman Bailey\BailSt01,22,West Virginia,1.778,87.54332741,4.52,87.63,11,297.18,6.81,4.09,27.69233242,offense,backs_receivers,WR,1,St. Louis Rams , 3rd ,92,2013,1,Fast,0
2013,Mike Gillislee\GillMi00,22,Florida,1.8034,94.34721296,4.55,77.47,15,302.26,7.12,4.4,29.00981404,offense,backs_receivers,RB,1,Miami Dolphins , 5th ,164,2013,1,Slow,0
2013,Dion Sims\SimsDi00,22,Michigan St.,1.9558,118.8412009,4.75,88.9,22,284.48,7.36,4.52,31.06834709,offense,backs_receivers,TE,1,Miami Dolphins , 4th ,106,2013,1,Slow,0
2013,Josh Boyce\BoycJo00,21,TCU,1.8034,93.44002822,4.38,86.36,22,332.74,6.68,4.1,28.73087352,offense,backs_receivers,WR,1,New England Patriots , 4th ,102,2013,1,Fast,0
2013,Tommy Bohanon\BohaTo00,22,Wake Forest,1.8542,111.583723,4.88,88.9,36,302.26,7.27,4.42,32.45545442,offense,backs_receivers,FB,1,New York Jets , 7th ,215,2013,1,Slow,0
2013,Mychal Rivera\RiveMy00,22,Tennessee,1.905,109.7693535,4.81,78.74,17,284.48,7.17,4.43,30.24761569,offense,backs_receivers,TE,1,Oakland Raiders , 6th ,184,2013,1,Slow,0
2013,Zach Ertz\ErtzZa00,22,Stanford,1.9558,112.9445001,4.76,77.47,24,281.94,7.08,4.47,29.52678788,offense,backs_receivers,TE,1,Philadelphia Eagles , 2nd ,35,2013,1,Slow,0
2013,Le'Veon Bell\BellLe00,21,Michigan St.,1.8542,104.3262451,4.6,80.01,24,299.72,6.75,4.24,30.34453055,offense,backs_receivers,RB,1,Pittsburgh Steelers , 2nd ,48,2013,1,Slow,0
2013,Markus Wheaton\WheaMa00,22,Oregon St.,1.8034,85.72895793,4.45,93.98,20,304.8,6.8,4.02,26.3598791,offense,backs_receivers,WR,1,Pittsburgh Steelers , 3rd ,79,2013,1,Fast,0
2013,Quinton Patton\PattQu00,22,Louisia Tech,1.8288,92.53284348,4.53,83.82,8,299.72,6.91,4.01,27.66708994,offense,backs_receivers,WR,1,San Francisco 49ers , 4th ,128,2013,1,Fast,0
2013,Vance McDold\McDoVa00,22,Rice,1.9304,121.1091628,4.69,85.09,31,302.26,7.08,4.53,32.4999269,offense,backs_receivers,TE,1,San Francisco 49ers , 2nd ,55,2013,1,Slow,0
2013,Chris Harper\HarpCh00,23,Kansas St.,1.8542,103.8726527,4.55,90.17,20,294.64,6.89,4.39,30.21259781,offense,backs_receivers,WR,1,Seattle Seahawks , 4th ,123,2013,1,Slow,0
2013,Christine Michael\MichCh00,22,Texas A&M,1.778,99.7903214,4.54,109.22,27,317.5,6.69,4.02,31.56638929,offense,backs_receivers,RB,1,Seattle Seahawks , 2nd ,62,2013,1,Fast,0
2014,Troy Niklas\NiklTr00,21,Notre Dame,1.9812,122.4699399,4.84,81.28,27,289.56,7.57,4.55,31.20131271,offense,backs_receivers,TE,1,Arizo Cardils , 2nd ,52,2014,1,Slow,0
2014,Lorenzo Taliaferro\TaliLo00,22,Coastal Caroli,1.8288,103.8726527,4.58,83.82,18,299.72,6.88,4.22,31.05766469,offense,backs_receivers,RB,1,Baltimore Ravens , 4th ,138,2014,1,Slow,0
2014,Michael Camparo\CampMi02,23,Wake Forest,1.7526,87.08973504,4.46,99.06,20,309.88,6.77,4.01,28.35315255,offense,backs_receivers,WR,1,Baltimore Ravens , 7th ,218,2014,1,Fast,0
2014,Sammy Watkins\WatkSa00,20,Clemson,1.8542,95.70799007,4.43,86.36,16,320.04,6.95,4.34,27.83780846,offense,backs_receivers,WR,1,Buffalo Bills , 1st ,4,2014,1,Fast,1
2014,Kelvin Benjamin\BenjKe00,23,Florida St.,1.9558,108.8621688,4.61,82.55,13,302.26,7.33,4.39,28.45955458,offense,backs_receivers,WR,1,Caroli Panthers , 1st ,28,2014,1,Slow,1
2014,Ka'Deem Carey\CareKa00,21,Arizo,1.7526,93.89362059,4.69,82.55,19,292.1,7.08,4.38,30.56824259,offense,backs_receivers,RB,1,Chicago Bears , 4th ,117,2014,1,Slow,0
2014,Larry Webster\WebsLa00,24,Bloomsburg,1.9812,114.3052772,4.58,92.71,17,312.42,7.29,4.44,29.12122519,offense,backs_receivers,TE,1,Detroit Lions , 4th ,136,2014,1,Slow,0
2014,Richard Rodgers\RodgRi00,22,California,1.9304,116.5732391,4.87,80.01,16,294.64,7.23,4.47,31.28270117,offense,backs_receivers,TE,1,Green Bay Packers , 3rd ,98,2014,1,Slow,0
2014,Jeff Janis\JaniJe00,22,Sagiw Valley St.,1.905,99.33672903,4.42,95.25,20,312.42,6.64,3.98,27.3728423,offense,backs_receivers,WR,1,Green Bay Packers , 7th ,236,2014,1,Fast,0
